# J, eta_p, CT, CP
0.00,0.0000,0.1125,0.0601
0.02,0.0508,0.1112,0.0580
0.05,0.1019,0.1096,0.0560
0.07,0.1533,0.1079,0.0541
0.10,0.2046,0.1059,0.0522
0.12,0.2555,0.1037,0.0505
0.14,0.3053,0.1012,0.0490
0.17,0.3538,0.0986,0.0476
0.19,0.4006,0.0957,0.0464
0.22,0.4454,0.0926,0.0452
0.24,0.4871,0.0893,0.0442
0.26,0.5253,0.0858,0.0432
0.29,0.5604,0.0821,0.0423
0.31,0.5925,0.0781,0.0412
0.34,0.6214,0.0741,0.0401
0.36,0.6477,0.0699,0.0389
0.38,0.6713,0.0656,0.0375
0.41,0.6928,0.0611,0.0360
0.43,0.7120,0.0566,0.0344
0.46,0.7285,0.0520,0.0325
0.48,0.7419,0.0472,0.0306
0.50,0.7524,0.0424,0.0284
0.53,0.7594,0.0374,0.0261
0.55,0.7622,0.0324,0.0235
0.58,0.7576,0.0272,0.0207
0.60,0.7397,0.0219,0.0178
0.62,0.7011,0.0166,0.0148
0.65,0.6261,0.0111,0.0116
0.67,0.4600,0.0056,0.0082
0.70,-0.0072,-0.0000,0.0050
