# J, eta_p, CT, CP
0.0,0.00,0.0948,0.0908
0.1,0.06,0.0950,0.0908
0.1,0.12,0.0953,0.0912
0.1,0.18,0.0956,0.0914
0.2,0.24,0.0959,0.0918
0.2,0.29,0.0962,0.0923
0.3,0.34,0.0965,0.0927
0.3,0.39,0.0968,0.0930
0.4,0.43,0.0970,0.0935
0.4,0.48,0.0971,0.0938
0.5,0.52,0.0972,0.0951
0.5,0.56,0.0974,0.0971
0.5,0.59,0.0973,0.0982
0.6,0.63,0.0969,0.0987
0.6,0.66,0.0961,0.0990
0.7,0.69,0.0946,0.0977
0.7,0.73,0.0923,0.0962
0.8,0.76,0.0894,0.0938
0.8,0.79,0.0855,0.0909
0.9,0.81,0.0802,0.0869
0.9,0.83,0.0734,0.0811
1.0,0.85,0.0661,0.0749
1.0,0.86,0.0584,0.0679
1.0,0.86,0.0505,0.0612
1.1,0.86,0.0426,0.0544
1.1,0.83,0.0343,0.0471
1.2,0.78,0.0256,0.0390
1.2,0.68,0.0172,0.0310
1.3,0.48,0.0085,0.0229
1.3,0.02,0.0006,0.0158
