# J, eta_p, CT, CP
0.0,0.00,0.1137,0.1034
0.0,0.05,0.1138,0.1018
0.1,0.10,0.1139,0.1008
0.1,0.15,0.1139,0.0985
0.1,0.19,0.1140,0.0973
0.2,0.24,0.1139,0.0955
0.2,0.29,0.1138,0.0937
0.2,0.33,0.1135,0.0918
0.3,0.38,0.1131,0.0900
0.3,0.43,0.1126,0.0879
0.4,0.48,0.1117,0.0854
0.4,0.53,0.1104,0.0835
0.4,0.59,0.1085,0.0809
0.5,0.63,0.1058,0.0787
0.5,0.68,0.1022,0.0763
0.5,0.72,0.0977,0.0739
0.6,0.75,0.0924,0.0713
0.6,0.78,0.0862,0.0683
0.7,0.80,0.0798,0.0651
0.7,0.82,0.0732,0.0617
0.7,0.83,0.0665,0.0578
0.8,0.85,0.0596,0.0535
0.8,0.86,0.0527,0.0488
0.8,0.87,0.0455,0.0437
0.9,0.87,0.0383,0.0381
0.9,0.87,0.0309,0.0321
0.9,0.85,0.0234,0.0257
1.0,0.81,0.0157,0.0190
1.0,0.66,0.0079,0.0121
1.0,-0.00,0.0000,0.0061
