# J, eta_p, CT, CP
0.0,0.00,0.1206,0.0528
0.0,0.06,0.1198,0.0535
0.1,0.12,0.1186,0.0541
0.1,0.18,0.1174,0.0548
0.1,0.24,0.1158,0.0553
0.1,0.29,0.1139,0.0558
0.2,0.34,0.1119,0.0561
0.2,0.38,0.1093,0.0563
0.2,0.43,0.1063,0.0561
0.3,0.47,0.1029,0.0559
0.3,0.50,0.0994,0.0556
0.3,0.54,0.0958,0.0552
0.3,0.57,0.0920,0.0548
0.4,0.60,0.0880,0.0541
0.4,0.62,0.0842,0.0535
0.4,0.64,0.0799,0.0526
0.5,0.66,0.0753,0.0514
0.5,0.68,0.0706,0.0500
0.5,0.69,0.0658,0.0483
0.5,0.70,0.0607,0.0464
0.6,0.71,0.0554,0.0442
0.6,0.71,0.0502,0.0418
0.6,0.71,0.0445,0.0389
0.6,0.70,0.0386,0.0356
0.7,0.69,0.0323,0.0319
0.7,0.66,0.0260,0.0280
0.7,0.60,0.0196,0.0239
0.8,0.50,0.0130,0.0197
0.8,0.33,0.0065,0.0156
0.8,-0.01,-0.0001,0.0115
