# J, eta_p, CT, CP
0.00,0.0000,0.0868,0.0326
0.02,0.0560,0.0855,0.0323
0.04,0.1109,0.0841,0.0321
0.06,0.1644,0.0826,0.0318
0.08,0.2165,0.0809,0.0316
0.10,0.2668,0.0790,0.0312
0.13,0.3152,0.0770,0.0309
0.15,0.3615,0.0749,0.0306
0.17,0.4059,0.0726,0.0302
0.19,0.4479,0.0703,0.0298
0.21,0.4874,0.0678,0.0293
0.23,0.5241,0.0650,0.0287
0.25,0.5580,0.0621,0.0281
0.27,0.5889,0.0591,0.0275
0.29,0.6170,0.0560,0.0268
0.31,0.6425,0.0529,0.0260
0.33,0.6655,0.0497,0.0251
0.36,0.6863,0.0463,0.0242
0.38,0.7041,0.0430,0.0231
0.40,0.7191,0.0395,0.0219
0.42,0.7321,0.0359,0.0206
0.44,0.7414,0.0322,0.0192
0.46,0.7468,0.0284,0.0176
0.48,0.7459,0.0246,0.0159
0.50,0.7355,0.0207,0.0142
0.52,0.7124,0.0167,0.0124
0.54,0.6704,0.0126,0.0104
0.56,0.5899,0.0085,0.0084
0.59,0.4216,0.0043,0.0062
0.61,-0.0018,-0.0000,0.0044
