# J, eta_p, CT, CP
0.0,0.00,0.0924,0.0397
0.0,0.06,0.0917,0.0394
0.0,0.11,0.0909,0.0392
0.1,0.17,0.0899,0.0390
0.1,0.22,0.0886,0.0387
0.1,0.28,0.0872,0.0385
0.1,0.33,0.0856,0.0383
0.2,0.37,0.0836,0.0380
0.2,0.42,0.0815,0.0376
0.2,0.47,0.0791,0.0372
0.2,0.51,0.0766,0.0366
0.3,0.55,0.0737,0.0360
0.3,0.58,0.0707,0.0352
0.3,0.62,0.0674,0.0344
0.3,0.65,0.0640,0.0334
0.4,0.68,0.0604,0.0324
0.4,0.70,0.0566,0.0312
0.4,0.73,0.0528,0.0300
0.4,0.75,0.0489,0.0286
0.5,0.76,0.0450,0.0272
0.5,0.78,0.0409,0.0255
0.5,0.79,0.0367,0.0237
0.5,0.80,0.0324,0.0216
0.6,0.80,0.0280,0.0195
0.6,0.80,0.0235,0.0172
0.6,0.78,0.0189,0.0147
0.6,0.75,0.0143,0.0122
0.7,0.68,0.0097,0.0094
0.7,0.51,0.0049,0.0067
0.7,-0.01,-0.0000,0.0046
