# J, eta_p, CT, CP
0.0,0.00,0.0974,0.0689
0.0,0.05,0.0974,0.0678
0.1,0.10,0.0973,0.0667
0.1,0.15,0.0972,0.0656
0.1,0.20,0.0970,0.0644
0.1,0.25,0.0968,0.0631
0.2,0.30,0.0964,0.0618
0.2,0.35,0.0958,0.0604
0.2,0.40,0.0949,0.0589
0.3,0.45,0.0936,0.0574
0.3,0.50,0.0920,0.0560
0.3,0.55,0.0898,0.0548
0.4,0.59,0.0872,0.0537
0.4,0.63,0.0842,0.0527
0.4,0.67,0.0807,0.0516
0.5,0.70,0.0768,0.0502
0.5,0.73,0.0726,0.0487
0.5,0.75,0.0679,0.0468
0.5,0.77,0.0630,0.0446
0.6,0.79,0.0578,0.0422
0.6,0.81,0.0524,0.0394
0.6,0.82,0.0470,0.0365
0.7,0.83,0.0415,0.0334
0.7,0.84,0.0359,0.0300
0.7,0.84,0.0302,0.0263
0.8,0.83,0.0244,0.0223
0.8,0.81,0.0185,0.0182
0.8,0.76,0.0125,0.0136
0.8,0.63,0.0063,0.0088
0.9,-0.00,-0.0000,0.0044
