# J, eta_p, CT, CP
0.00,0.0000,0.1197,0.1105
0.04,0.0456,0.1198,0.1087
0.07,0.0912,0.1198,0.1068
0.11,0.1369,0.1198,0.1049
0.14,0.1835,0.1197,0.1025
0.18,0.2299,0.1196,0.1004
0.21,0.2759,0.1194,0.0986
0.25,0.3234,0.1191,0.0964
0.28,0.3730,0.1185,0.0938
0.32,0.4195,0.1178,0.0923
0.36,0.4715,0.1165,0.0894
0.39,0.5219,0.1148,0.0870
0.43,0.5714,0.1125,0.0847
0.46,0.6178,0.1096,0.0825
0.50,0.6596,0.1059,0.0804
0.53,0.6959,0.1013,0.0781
0.57,0.7280,0.0958,0.0752
0.60,0.7545,0.0895,0.0720
0.64,0.7770,0.0830,0.0686
0.67,0.7967,0.0763,0.0649
0.71,0.8134,0.0695,0.0609
0.75,0.8277,0.0625,0.0565
0.78,0.8396,0.0552,0.0516
0.82,0.8481,0.0478,0.0462
0.85,0.8520,0.0401,0.0403
0.89,0.8476,0.0323,0.0340
0.92,0.8259,0.0243,0.0274
0.96,0.7656,0.0162,0.0204
0.99,0.6095,0.0082,0.0135
1.03,-0.0317,-0.0002,0.0071
