# J, eta_p, CT, CP
0.0,0.00,0.1198,0.0506
0.0,0.06,0.1180,0.0507
0.1,0.11,0.1160,0.0507
0.1,0.16,0.1139,0.0506
0.1,0.21,0.1115,0.0505
0.1,0.26,0.1089,0.0504
0.1,0.30,0.1061,0.0502
0.2,0.35,0.1032,0.0498
0.2,0.39,0.0999,0.0494
0.2,0.43,0.0965,0.0489
0.2,0.46,0.0929,0.0483
0.3,0.49,0.0891,0.0475
0.3,0.52,0.0850,0.0467
0.3,0.55,0.0809,0.0457
0.3,0.58,0.0767,0.0446
0.4,0.60,0.0723,0.0434
0.4,0.62,0.0679,0.0420
0.4,0.64,0.0633,0.0405
0.4,0.65,0.0586,0.0387
0.5,0.67,0.0538,0.0368
0.5,0.68,0.0489,0.0346
0.5,0.68,0.0439,0.0323
0.5,0.69,0.0387,0.0296
0.6,0.69,0.0334,0.0267
0.6,0.68,0.0280,0.0237
0.6,0.66,0.0226,0.0205
0.6,0.61,0.0170,0.0174
0.6,0.52,0.0115,0.0142
0.7,0.35,0.0058,0.0110
0.7,-0.00,-0.0000,0.0079
