# J, eta_p, CT, CP
0.0,0.00,0.0945,0.0675
0.0,0.05,0.0945,0.0663
0.1,0.09,0.0944,0.0651
0.1,0.14,0.0942,0.0638
0.1,0.19,0.0940,0.0625
0.1,0.24,0.0935,0.0604
0.2,0.29,0.0930,0.0600
0.2,0.34,0.0923,0.0583
0.2,0.39,0.0914,0.0572
0.3,0.44,0.0900,0.0550
0.3,0.49,0.0885,0.0544
0.3,0.53,0.0866,0.0532
0.4,0.58,0.0842,0.0517
0.4,0.62,0.0815,0.0508
0.4,0.66,0.0784,0.0497
0.4,0.69,0.0749,0.0484
0.5,0.72,0.0709,0.0469
0.5,0.75,0.0662,0.0450
0.5,0.77,0.0615,0.0429
0.6,0.79,0.0564,0.0405
0.6,0.80,0.0513,0.0379
0.6,0.82,0.0460,0.0352
0.6,0.83,0.0407,0.0323
0.7,0.83,0.0353,0.0291
0.7,0.83,0.0297,0.0256
0.7,0.82,0.0240,0.0218
0.8,0.80,0.0182,0.0177
0.8,0.75,0.0122,0.0134
0.8,0.60,0.0062,0.0091
0.9,-0.00,0.0000,0.0049
