# J, eta_p, CT, CP
0.00,0.0000,0.1313,0.0776
0.03,0.0536,0.1306,0.0771
0.06,0.1058,0.1298,0.0767
0.09,0.1568,0.1289,0.0762
0.11,0.2065,0.1277,0.0757
0.14,0.2550,0.1263,0.0749
0.17,0.3024,0.1246,0.0741
0.20,0.3484,0.1227,0.0731
0.23,0.3932,0.1204,0.0720
0.26,0.4365,0.1176,0.0707
0.28,0.4779,0.1145,0.0693
0.31,0.5171,0.1108,0.0678
0.34,0.5536,0.1067,0.0663
0.37,0.5871,0.1019,0.0645
0.40,0.6170,0.0965,0.0625
0.43,0.6436,0.0911,0.0605
0.45,0.6670,0.0855,0.0584
0.48,0.6873,0.0797,0.0562
0.51,0.7049,0.0739,0.0537
0.54,0.7195,0.0679,0.0511
0.57,0.7312,0.0617,0.0481
0.60,0.7393,0.0554,0.0447
0.63,0.7429,0.0487,0.0411
0.65,0.7397,0.0421,0.0373
0.68,0.7285,0.0353,0.0331
0.71,0.7047,0.0285,0.0287
0.74,0.6579,0.0215,0.0242
0.77,0.5722,0.0145,0.0195
0.80,0.3991,0.0072,0.0145
0.82,-0.0011,-0.0000,0.0096
