# J, eta_p, CT, CP
0.0,0.00,0.1091,0.0558
0.0,0.05,0.1083,0.0549
0.1,0.10,0.1074,0.0540
0.1,0.16,0.1063,0.0532
0.1,0.21,0.1050,0.0525
0.1,0.26,0.1036,0.0523
0.2,0.31,0.1019,0.0518
0.2,0.35,0.0999,0.0510
0.2,0.40,0.0976,0.0503
0.2,0.45,0.0949,0.0494
0.3,0.49,0.0921,0.0485
0.3,0.53,0.0890,0.0475
0.3,0.57,0.0856,0.0464
0.3,0.60,0.0820,0.0454
0.4,0.64,0.0781,0.0442
0.4,0.66,0.0738,0.0428
0.4,0.69,0.0693,0.0413
0.4,0.71,0.0646,0.0396
0.5,0.73,0.0598,0.0377
0.5,0.75,0.0549,0.0356
0.5,0.77,0.0498,0.0333
0.5,0.78,0.0447,0.0309
0.6,0.79,0.0396,0.0283
0.6,0.79,0.0343,0.0255
0.6,0.79,0.0287,0.0225
0.6,0.77,0.0228,0.0192
0.7,0.73,0.0173,0.0158
0.7,0.66,0.0114,0.0122
0.7,0.49,0.0057,0.0087
0.7,-0.02,-0.0003,0.0054
