# J, eta_p, CT, CP
0.0,0.00,0.1219,0.1121
0.0,0.04,0.1218,0.1094
0.1,0.09,0.1216,0.1068
0.1,0.13,0.1213,0.1040
0.1,0.18,0.1209,0.1011
0.2,0.22,0.1203,0.0980
0.2,0.27,0.1196,0.0947
0.2,0.32,0.1184,0.0911
0.2,0.36,0.1171,0.0878
0.3,0.41,0.1151,0.0839
0.3,0.46,0.1128,0.0802
0.3,0.51,0.1100,0.0769
0.4,0.56,0.1066,0.0737
0.4,0.60,0.1027,0.0709
0.4,0.64,0.0983,0.0683
0.5,0.68,0.0934,0.0657
0.5,0.71,0.0879,0.0630
0.5,0.73,0.0821,0.0604
0.6,0.75,0.0762,0.0577
0.6,0.77,0.0702,0.0547
0.6,0.79,0.0638,0.0513
0.7,0.80,0.0572,0.0475
0.7,0.81,0.0506,0.0434
0.7,0.82,0.0438,0.0390
0.8,0.82,0.0368,0.0341
0.8,0.81,0.0297,0.0290
0.8,0.79,0.0225,0.0235
0.8,0.74,0.0151,0.0178
0.9,0.60,0.0077,0.0117
0.9,-0.01,-0.0001,0.0052
