# J, eta_p, CT, CP
0.0,0.00,0.1314,0.1871
0.0,0.05,0.1319,0.1838
0.1,0.09,0.1323,0.1803
0.1,0.14,0.1327,0.1766
0.2,0.18,0.1330,0.1729
0.2,0.23,0.1333,0.1691
0.3,0.27,0.1333,0.1651
0.3,0.31,0.1333,0.1611
0.4,0.36,0.1331,0.1570
0.4,0.40,0.1327,0.1528
0.5,0.45,0.1320,0.1487
0.5,0.49,0.1311,0.1445
0.5,0.53,0.1299,0.1402
0.6,0.58,0.1282,0.1358
0.6,0.63,0.1259,0.1308
0.7,0.67,0.1227,0.1257
0.7,0.72,0.1186,0.1200
0.8,0.77,0.1130,0.1138
0.8,0.80,0.1062,0.1079
0.9,0.83,0.0974,0.1009
0.9,0.85,0.0883,0.0942
0.9,0.86,0.0793,0.0873
1.0,0.88,0.0701,0.0797
1.0,0.88,0.0607,0.0714
1.1,0.89,0.0510,0.0622
1.1,0.89,0.0412,0.0525
1.2,0.87,0.0312,0.0422
1.2,0.81,0.0210,0.0316
1.3,0.65,0.0106,0.0208
1.3,-0.00,-0.0000,0.0102
