# J, eta_p, CT, CP
0.0,0.00,0.1121,0.0874
0.0,0.05,0.1121,0.0860
0.1,0.10,0.1121,0.0844
0.1,0.14,0.1120,0.0828
0.1,0.19,0.1118,0.0812
0.2,0.24,0.1115,0.0795
0.2,0.29,0.1111,0.0777
0.2,0.34,0.1104,0.0759
0.3,0.39,0.1095,0.0740
0.3,0.44,0.1081,0.0720
0.3,0.50,0.1062,0.0700
0.4,0.55,0.1038,0.0682
0.4,0.59,0.1007,0.0665
0.4,0.63,0.0972,0.0649
0.5,0.67,0.0931,0.0633
0.5,0.70,0.0884,0.0615
0.5,0.73,0.0831,0.0593
0.5,0.75,0.0776,0.0570
0.6,0.77,0.0720,0.0545
0.6,0.79,0.0662,0.0516
0.7,0.81,0.0602,0.0485
0.7,0.82,0.0541,0.0450
0.7,0.83,0.0480,0.0413
0.7,0.84,0.0415,0.0372
0.8,0.84,0.0349,0.0326
0.8,0.83,0.0282,0.0276
0.8,0.81,0.0213,0.0224
0.9,0.75,0.0144,0.0169
0.9,0.58,0.0072,0.0115
0.9,-0.00,-0.0001,0.0066
