# J, eta_p, CT, CP
0.0,0.00,0.1165,0.2140
0.1,0.05,0.1173,0.2105
0.1,0.09,0.1180,0.2068
0.2,0.14,0.1187,0.2023
0.2,0.18,0.1193,0.1976
0.3,0.23,0.1199,0.1932
0.3,0.27,0.1203,0.1879
0.4,0.31,0.1206,0.1826
0.4,0.36,0.1208,0.1766
0.5,0.40,0.1208,0.1710
0.5,0.45,0.1207,0.1658
0.6,0.49,0.1205,0.1616
0.6,0.53,0.1202,0.1582
0.7,0.58,0.1198,0.1553
0.8,0.62,0.1188,0.1513
0.8,0.67,0.1174,0.1471
0.9,0.71,0.1153,0.1426
0.9,0.76,0.1119,0.1368
1.0,0.80,0.1066,0.1301
1.0,0.84,0.0991,0.1220
1.1,0.86,0.0907,0.1144
1.1,0.88,0.0820,0.1064
1.2,0.89,0.0730,0.0977
1.2,0.90,0.0632,0.0874
1.3,0.91,0.0530,0.0758
1.4,0.92,0.0428,0.0634
1.4,0.91,0.0328,0.0506
1.5,0.89,0.0220,0.0365
1.5,0.75,0.0105,0.0215
1.6,-0.04,-0.0002,0.0083
