# J, eta_p, CT, CP
0.0,0.00,0.1308,0.0625
0.0,0.06,0.1296,0.0632
0.1,0.12,0.1283,0.0640
0.1,0.18,0.1266,0.0646
0.1,0.23,0.1247,0.0652
0.2,0.28,0.1224,0.0657
0.2,0.33,0.1200,0.0662
0.2,0.37,0.1172,0.0664
0.2,0.41,0.1138,0.0664
0.3,0.45,0.1099,0.0660
0.3,0.49,0.1058,0.0654
0.3,0.52,0.1016,0.0647
0.4,0.55,0.0972,0.0638
0.4,0.58,0.0927,0.0626
0.4,0.61,0.0880,0.0612
0.5,0.63,0.0831,0.0596
0.5,0.65,0.0783,0.0579
0.5,0.67,0.0733,0.0558
0.5,0.69,0.0680,0.0535
0.6,0.70,0.0625,0.0510
0.6,0.71,0.0567,0.0483
0.6,0.70,0.0508,0.0456
0.7,0.70,0.0449,0.0429
0.7,0.68,0.0387,0.0397
0.7,0.64,0.0324,0.0364
0.8,0.60,0.0261,0.0329
0.8,0.53,0.0196,0.0291
0.8,0.42,0.0132,0.0252
0.8,0.26,0.0066,0.0213
0.9,0.00,0.0000,0.0173
