# J, eta_p, CT, CP
0.0,0.00,0.1026,0.0453
0.0,0.05,0.1012,0.0447
0.0,0.10,0.0996,0.0440
0.1,0.15,0.0979,0.0432
0.1,0.19,0.0961,0.0427
0.1,0.24,0.0940,0.0420
0.1,0.29,0.0917,0.0414
0.1,0.33,0.0892,0.0407
0.2,0.37,0.0866,0.0401
0.2,0.41,0.0836,0.0394
0.2,0.45,0.0805,0.0387
0.2,0.48,0.0772,0.0379
0.2,0.51,0.0738,0.0371
0.3,0.54,0.0703,0.0362
0.3,0.57,0.0667,0.0352
0.3,0.59,0.0629,0.0341
0.3,0.62,0.0591,0.0329
0.4,0.64,0.0552,0.0317
0.4,0.65,0.0512,0.0303
0.4,0.67,0.0471,0.0289
0.4,0.68,0.0428,0.0272
0.4,0.68,0.0384,0.0254
0.5,0.69,0.0339,0.0236
0.5,0.68,0.0293,0.0215
0.5,0.67,0.0247,0.0194
0.5,0.65,0.0199,0.0172
0.5,0.59,0.0151,0.0150
0.6,0.50,0.0102,0.0128
0.6,0.34,0.0051,0.0106
0.6,-0.00,-0.0000,0.0084
