# J, eta_p, CT, CP
0.0,0.00,0.0979,0.0750
0.0,0.05,0.0979,0.0738
0.1,0.10,0.0979,0.0727
0.1,0.14,0.0979,0.0715
0.1,0.19,0.0977,0.0703
0.2,0.24,0.0976,0.0692
0.2,0.29,0.0974,0.0680
0.2,0.34,0.0970,0.0666
0.3,0.39,0.0964,0.0652
0.3,0.44,0.0955,0.0637
0.3,0.49,0.0942,0.0621
0.3,0.54,0.0924,0.0606
0.4,0.59,0.0901,0.0591
0.4,0.63,0.0873,0.0578
0.4,0.67,0.0839,0.0563
0.5,0.70,0.0800,0.0547
0.5,0.73,0.0757,0.0528
0.5,0.76,0.0707,0.0507
0.6,0.78,0.0656,0.0484
0.6,0.80,0.0603,0.0459
0.6,0.81,0.0549,0.0431
0.7,0.83,0.0492,0.0399
0.7,0.84,0.0435,0.0365
0.7,0.85,0.0378,0.0329
0.8,0.85,0.0318,0.0288
0.8,0.84,0.0256,0.0243
0.8,0.83,0.0194,0.0196
0.9,0.78,0.0130,0.0146
0.9,0.65,0.0066,0.0092
0.9,0.03,0.0002,0.0043
