# J, eta_p, CT, CP
0.0,0.00,0.1236,0.1740
0.1,0.05,0.1240,0.1712
0.1,0.09,0.1245,0.1691
0.1,0.14,0.1249,0.1659
0.2,0.18,0.1252,0.1620
0.2,0.23,0.1256,0.1596
0.3,0.27,0.1258,0.1561
0.3,0.31,0.1259,0.1524
0.4,0.36,0.1259,0.1484
0.4,0.40,0.1259,0.1459
0.5,0.45,0.1256,0.1427
0.5,0.49,0.1251,0.1394
0.6,0.54,0.1242,0.1354
0.6,0.59,0.1230,0.1314
0.7,0.63,0.1212,0.1270
0.7,0.68,0.1186,0.1225
0.7,0.73,0.1148,0.1174
0.8,0.77,0.1096,0.1124
0.8,0.81,0.1024,0.1068
0.9,0.83,0.0944,0.1011
0.9,0.85,0.0861,0.0949
1.0,0.86,0.0776,0.0883
1.0,0.88,0.0687,0.0807
1.1,0.89,0.0596,0.0722
1.1,0.89,0.0502,0.0631
1.2,0.90,0.0404,0.0527
1.2,0.89,0.0307,0.0421
1.3,0.84,0.0205,0.0307
1.3,0.69,0.0100,0.0190
1.4,-0.02,-0.0002,0.0082
