# J, eta_p, CT, CP
0.00,0.0000,0.0917,0.0481
0.02,0.0479,0.0908,0.0466
0.04,0.0962,0.0897,0.0450
0.07,0.1450,0.0884,0.0435
0.09,0.1939,0.0869,0.0420
0.11,0.2429,0.0852,0.0406
0.13,0.2909,0.0834,0.0394
0.15,0.3377,0.0814,0.0383
0.17,0.3832,0.0792,0.0372
0.20,0.4267,0.0768,0.0362
0.22,0.4677,0.0742,0.0353
0.24,0.5056,0.0713,0.0344
0.26,0.5399,0.0682,0.0335
0.28,0.5711,0.0650,0.0327
0.30,0.5990,0.0617,0.0318
0.33,0.6242,0.0583,0.0309
0.35,0.6465,0.0548,0.0299
0.37,0.6664,0.0512,0.0287
0.39,0.6839,0.0474,0.0275
0.41,0.6990,0.0436,0.0260
0.43,0.7105,0.0396,0.0245
0.46,0.7176,0.0356,0.0229
0.48,0.7205,0.0315,0.0212
0.50,0.7187,0.0273,0.0193
0.52,0.7079,0.0230,0.0172
0.54,0.6831,0.0186,0.0151
0.56,0.6353,0.0140,0.0129
0.59,0.5469,0.0095,0.0106
0.61,0.3766,0.0048,0.0083
0.63,-0.0024,-0.0000,0.0061
