# J, eta_p, CT, CP
0.00,0.0000,0.1209,0.1356
0.04,0.0448,0.1211,0.1332
0.08,0.0894,0.1214,0.1308
0.12,0.1339,0.1215,0.1282
0.16,0.1785,0.1217,0.1255
0.20,0.2234,0.1217,0.1227
0.24,0.2686,0.1217,0.1199
0.28,0.3145,0.1216,0.1169
0.32,0.3613,0.1213,0.1139
0.35,0.4091,0.1209,0.1108
0.39,0.4584,0.1202,0.1076
0.43,0.5092,0.1193,0.1043
0.47,0.5618,0.1177,0.1007
0.51,0.6142,0.1153,0.0971
0.55,0.6648,0.1120,0.0935
0.59,0.7094,0.1077,0.0901
0.63,0.7453,0.1022,0.0868
0.67,0.7735,0.0957,0.0833
0.71,0.7963,0.0887,0.0793
0.75,0.8160,0.0815,0.0750
0.79,0.8329,0.0741,0.0703
0.83,0.8468,0.0666,0.0653
0.87,0.8588,0.0590,0.0597
0.91,0.8682,0.0509,0.0533
0.95,0.8741,0.0429,0.0465
0.99,0.8737,0.0346,0.0391
1.03,0.8595,0.0263,0.0314
1.06,0.8169,0.0179,0.0234
1.10,0.6909,0.0093,0.0151
1.14,-0.0059,-0.0000,0.0068
