# J, eta_p, CT, CP
0.00,0.0000,0.1040,0.0450
0.02,0.0543,0.1030,0.0446
0.05,0.1073,0.1018,0.0446
0.07,0.1594,0.1005,0.0444
0.09,0.2120,0.0989,0.0438
0.11,0.2627,0.0971,0.0433
0.14,0.3105,0.0951,0.0431
0.16,0.3577,0.0928,0.0425
0.18,0.4020,0.0902,0.0421
0.21,0.4448,0.0873,0.0414
0.23,0.4849,0.0842,0.0406
0.25,0.5222,0.0808,0.0398
0.28,0.5568,0.0773,0.0389
0.30,0.5885,0.0736,0.0379
0.32,0.6175,0.0697,0.0368
0.34,0.6442,0.0658,0.0356
0.37,0.6682,0.0618,0.0344
0.39,0.6896,0.0577,0.0331
0.41,0.7088,0.0535,0.0316
0.44,0.7257,0.0492,0.0299
0.46,0.7393,0.0447,0.0281
0.48,0.7493,0.0400,0.0261
0.51,0.7544,0.0353,0.0240
0.53,0.7536,0.0305,0.0217
0.55,0.7434,0.0257,0.0194
0.57,0.7175,0.0208,0.0169
0.60,0.6685,0.0157,0.0144
0.62,0.5790,0.0106,0.0119
0.64,0.3839,0.0052,0.0092
0.67,-0.0096,-0.0002,0.0068
