# J, eta_p, CT, CP
0.0,0.00,0.0799,0.0278
0.0,0.05,0.0784,0.0274
0.0,0.10,0.0768,0.0270
0.1,0.16,0.0751,0.0266
0.1,0.20,0.0732,0.0262
0.1,0.25,0.0713,0.0259
0.1,0.30,0.0692,0.0256
0.1,0.34,0.0670,0.0252
0.1,0.38,0.0648,0.0249
0.2,0.42,0.0624,0.0245
0.2,0.45,0.0600,0.0241
0.2,0.48,0.0575,0.0238
0.2,0.51,0.0550,0.0233
0.2,0.54,0.0524,0.0228
0.2,0.57,0.0497,0.0223
0.3,0.59,0.0469,0.0216
0.3,0.61,0.0440,0.0209
0.3,0.63,0.0410,0.0201
0.3,0.65,0.0380,0.0192
0.3,0.66,0.0348,0.0183
0.4,0.67,0.0317,0.0172
0.4,0.68,0.0284,0.0161
0.4,0.68,0.0251,0.0148
0.4,0.67,0.0217,0.0135
0.4,0.66,0.0182,0.0122
0.5,0.63,0.0147,0.0107
0.5,0.58,0.0111,0.0092
0.5,0.48,0.0075,0.0077
0.5,0.32,0.0038,0.0062
0.5,-0.00,-0.0000,0.0048
