# J, eta_p, CT, CP
0.0,0.00,0.1152,0.0813
0.0,0.05,0.1145,0.0788
0.1,0.09,0.1136,0.0761
0.1,0.14,0.1126,0.0735
0.1,0.19,0.1114,0.0708
0.1,0.23,0.1099,0.0681
0.2,0.28,0.1081,0.0653
0.2,0.33,0.1061,0.0626
0.2,0.38,0.1038,0.0601
0.2,0.43,0.1011,0.0578
0.3,0.47,0.0981,0.0556
0.3,0.52,0.0948,0.0537
0.3,0.56,0.0910,0.0518
0.3,0.60,0.0867,0.0500
0.4,0.63,0.0823,0.0485
0.4,0.65,0.0777,0.0470
0.4,0.68,0.0730,0.0453
0.4,0.70,0.0682,0.0436
0.5,0.72,0.0632,0.0417
0.5,0.74,0.0581,0.0395
0.5,0.75,0.0529,0.0371
0.6,0.76,0.0475,0.0345
0.6,0.77,0.0420,0.0316
0.6,0.77,0.0363,0.0285
0.6,0.77,0.0306,0.0252
0.7,0.75,0.0247,0.0217
0.7,0.71,0.0187,0.0181
0.7,0.63,0.0128,0.0145
0.7,0.45,0.0064,0.0108
0.8,-0.00,-0.0000,0.0072
