# J, eta_p, CT, CP
0.0,0.00,0.1134,0.1073
0.0,0.05,0.1136,0.1060
0.1,0.10,0.1138,0.1045
0.1,0.15,0.1139,0.1030
0.1,0.20,0.1139,0.1014
0.2,0.24,0.1139,0.0998
0.2,0.30,0.1138,0.0971
0.3,0.34,0.1138,0.0966
0.3,0.39,0.1135,0.0940
0.3,0.43,0.1133,0.0932
0.4,0.49,0.1127,0.0907
0.4,0.53,0.1120,0.0898
0.5,0.58,0.1107,0.0878
0.5,0.63,0.1087,0.0857
0.5,0.68,0.1059,0.0836
0.6,0.72,0.1020,0.0810
0.6,0.75,0.0972,0.0790
0.6,0.78,0.0912,0.0759
0.7,0.80,0.0844,0.0723
0.7,0.82,0.0776,0.0686
0.8,0.84,0.0707,0.0644
0.8,0.85,0.0635,0.0597
0.8,0.86,0.0561,0.0544
0.9,0.87,0.0485,0.0487
0.9,0.87,0.0409,0.0427
0.9,0.87,0.0331,0.0362
1.0,0.85,0.0250,0.0291
1.0,0.80,0.0168,0.0217
1.1,0.66,0.0086,0.0141
1.1,0.00,0.0000,0.0068
