# J, eta_p, CT, CP
0.0,0.00,0.0995,0.0417
0.0,0.05,0.0977,0.0409
0.0,0.10,0.0957,0.0402
0.1,0.14,0.0936,0.0395
0.1,0.19,0.0913,0.0387
0.1,0.23,0.0889,0.0381
0.1,0.27,0.0863,0.0374
0.1,0.31,0.0836,0.0368
0.2,0.35,0.0808,0.0362
0.2,0.39,0.0778,0.0355
0.2,0.42,0.0747,0.0349
0.2,0.45,0.0716,0.0342
0.2,0.48,0.0685,0.0336
0.2,0.50,0.0651,0.0328
0.3,0.53,0.0618,0.0320
0.3,0.55,0.0583,0.0311
0.3,0.57,0.0547,0.0300
0.3,0.58,0.0511,0.0289
0.3,0.60,0.0473,0.0276
0.4,0.61,0.0434,0.0263
0.4,0.62,0.0395,0.0248
0.4,0.62,0.0354,0.0233
0.4,0.62,0.0313,0.0216
0.4,0.62,0.0271,0.0197
0.5,0.60,0.0228,0.0178
0.5,0.57,0.0184,0.0159
0.5,0.52,0.0140,0.0138
0.5,0.44,0.0094,0.0117
0.5,0.28,0.0047,0.0096
0.6,-0.01,-0.0001,0.0075
