# J, eta_p, CT, CP
0.0,0.00,0.1182,0.0902
0.0,0.05,0.1178,0.0878
0.1,0.09,0.1173,0.0854
0.1,0.14,0.1166,0.0829
0.1,0.19,0.1157,0.0803
0.1,0.23,0.1146,0.0776
0.2,0.28,0.1132,0.0748
0.2,0.33,0.1115,0.0720
0.2,0.38,0.1094,0.0693
0.3,0.43,0.1070,0.0667
0.3,0.48,0.1042,0.0643
0.3,0.53,0.1010,0.0620
0.3,0.57,0.0974,0.0599
0.4,0.61,0.0934,0.0580
0.4,0.64,0.0887,0.0560
0.4,0.67,0.0837,0.0542
0.5,0.70,0.0786,0.0523
0.5,0.72,0.0734,0.0503
0.5,0.74,0.0680,0.0480
0.5,0.76,0.0625,0.0455
0.6,0.77,0.0569,0.0428
0.6,0.78,0.0512,0.0398
0.6,0.79,0.0450,0.0363
0.7,0.80,0.0386,0.0324
0.7,0.80,0.0327,0.0287
0.7,0.78,0.0267,0.0248
0.8,0.75,0.0199,0.0202
0.8,0.67,0.0134,0.0158
0.8,0.50,0.0068,0.0113
0.8,-0.00,-0.0000,0.0070
