# J, eta_p, CT, CP
0.0,0.00,0.0786,0.0375
0.0,0.05,0.0782,0.0372
0.0,0.10,0.0776,0.0356
0.1,0.15,0.0769,0.0355
0.1,0.20,0.0761,0.0345
0.1,0.25,0.0753,0.0347
0.1,0.30,0.0741,0.0338
0.2,0.35,0.0728,0.0335
0.2,0.40,0.0713,0.0332
0.2,0.45,0.0692,0.0319
0.2,0.49,0.0669,0.0314
0.2,0.52,0.0644,0.0314
0.3,0.55,0.0618,0.0309
0.3,0.58,0.0590,0.0303
0.3,0.61,0.0561,0.0294
0.3,0.64,0.0531,0.0286
0.4,0.66,0.0500,0.0276
0.4,0.68,0.0467,0.0265
0.4,0.70,0.0433,0.0253
0.4,0.72,0.0398,0.0241
0.4,0.73,0.0362,0.0227
0.5,0.74,0.0325,0.0212
0.5,0.74,0.0288,0.0196
0.5,0.74,0.0249,0.0179
0.5,0.73,0.0210,0.0160
0.6,0.70,0.0170,0.0141
0.6,0.65,0.0128,0.0122
0.6,0.56,0.0086,0.0102
0.6,0.38,0.0043,0.0082
0.6,0.00,0.0000,0.0063
