# J, eta_p, CT, CP
0.0,0.00,0.1252,0.1305
0.0,0.05,0.1253,0.1279
0.1,0.09,0.1253,0.1253
0.1,0.14,0.1253,0.1226
0.1,0.18,0.1251,0.1199
0.2,0.23,0.1248,0.1169
0.2,0.27,0.1244,0.1137
0.2,0.32,0.1238,0.1108
0.3,0.36,0.1230,0.1075
0.3,0.41,0.1218,0.1040
0.3,0.46,0.1203,0.1005
0.4,0.50,0.1183,0.0966
0.4,0.55,0.1157,0.0926
0.5,0.60,0.1124,0.0884
0.5,0.64,0.1083,0.0843
0.5,0.69,0.1035,0.0806
0.6,0.72,0.0980,0.0772
0.6,0.75,0.0916,0.0735
0.6,0.77,0.0848,0.0697
0.7,0.79,0.0779,0.0659
0.7,0.81,0.0708,0.0618
0.7,0.82,0.0636,0.0574
0.8,0.83,0.0563,0.0525
0.8,0.84,0.0487,0.0471
0.8,0.84,0.0409,0.0412
0.9,0.84,0.0330,0.0347
0.9,0.82,0.0248,0.0279
0.9,0.76,0.0166,0.0209
1.0,0.61,0.0083,0.0136
1.0,-0.00,-0.0000,0.0067
