# J, eta_p, CT, CP
0.0,0.00,0.1217,0.1465
0.0,0.05,0.1220,0.1445
0.1,0.09,0.1222,0.1411
0.1,0.14,0.1225,0.1389
0.2,0.18,0.1229,0.1384
0.2,0.23,0.1230,0.1348
0.3,0.27,0.1233,0.1341
0.3,0.32,0.1232,0.1309
0.3,0.36,0.1231,0.1277
0.4,0.40,0.1229,0.1259
0.4,0.46,0.1224,0.1218
0.5,0.50,0.1217,0.1189
0.5,0.55,0.1209,0.1172
0.6,0.60,0.1195,0.1143
0.6,0.65,0.1173,0.1105
0.6,0.69,0.1145,0.1084
0.7,0.73,0.1103,0.1050
0.7,0.77,0.1049,0.1014
0.8,0.79,0.0981,0.0970
0.8,0.81,0.0907,0.0920
0.9,0.83,0.0829,0.0867
0.9,0.85,0.0748,0.0805
0.9,0.86,0.0663,0.0738
1.0,0.87,0.0573,0.0659
1.0,0.88,0.0483,0.0574
1.1,0.87,0.0391,0.0486
1.1,0.86,0.0298,0.0394
1.2,0.82,0.0202,0.0295
1.2,0.68,0.0103,0.0191
1.3,-0.03,-0.0003,0.0081
