# J, eta_p, CT, CP
0.00,0.0000,0.1079,0.0702
0.02,0.0478,0.1070,0.0681
0.05,0.0955,0.1059,0.0660
0.07,0.1430,0.1047,0.0637
0.10,0.1905,0.1032,0.0614
0.12,0.2380,0.1015,0.0591
0.15,0.2854,0.0996,0.0567
0.17,0.3323,0.0974,0.0544
0.19,0.3785,0.0949,0.0522
0.22,0.4235,0.0921,0.0501
0.24,0.4670,0.0888,0.0480
0.27,0.5070,0.0852,0.0461
0.29,0.5430,0.0814,0.0445
0.32,0.5756,0.0776,0.0431
0.34,0.6053,0.0736,0.0418
0.36,0.6319,0.0695,0.0404
0.39,0.6551,0.0652,0.0389
0.41,0.6756,0.0609,0.0374
0.44,0.6935,0.0564,0.0358
0.46,0.7091,0.0519,0.0340
0.49,0.7220,0.0472,0.0320
0.51,0.7314,0.0424,0.0298
0.54,0.7367,0.0375,0.0274
0.56,0.7375,0.0325,0.0248
0.58,0.7317,0.0274,0.0220
0.61,0.7118,0.0221,0.0191
0.63,0.6683,0.0167,0.0160
0.66,0.5822,0.0112,0.0129
0.68,0.4093,0.0057,0.0098
0.71,0.0034,0.0001,0.0068
