# J, eta_p, CT, CP
0.0,0.00,0.0943,0.0397
0.0,0.05,0.0930,0.0392
0.0,0.10,0.0915,0.0386
0.1,0.15,0.0899,0.0380
0.1,0.20,0.0881,0.0373
0.1,0.25,0.0862,0.0367
0.1,0.30,0.0841,0.0361
0.1,0.34,0.0819,0.0354
0.2,0.39,0.0796,0.0348
0.2,0.43,0.0771,0.0342
0.2,0.47,0.0744,0.0335
0.2,0.51,0.0716,0.0328
0.2,0.54,0.0686,0.0321
0.3,0.57,0.0654,0.0313
0.3,0.60,0.0620,0.0304
0.3,0.63,0.0585,0.0294
0.3,0.65,0.0549,0.0284
0.4,0.67,0.0512,0.0273
0.4,0.69,0.0475,0.0261
0.4,0.70,0.0437,0.0249
0.4,0.71,0.0397,0.0235
0.4,0.72,0.0357,0.0219
0.5,0.72,0.0316,0.0202
0.5,0.72,0.0274,0.0183
0.5,0.71,0.0231,0.0164
0.5,0.69,0.0187,0.0142
0.5,0.65,0.0142,0.0120
0.6,0.57,0.0096,0.0096
0.6,0.40,0.0048,0.0073
0.6,-0.00,0.0000,0.0050
