# J, eta_p, CT, CP
0.0,0.00,0.1258,0.1574
0.0,0.05,0.1262,0.1549
0.1,0.10,0.1266,0.1525
0.1,0.15,0.1268,0.1495
0.2,0.19,0.1271,0.1465
0.2,0.24,0.1273,0.1433
0.3,0.29,0.1273,0.1403
0.3,0.33,0.1273,0.1374
0.3,0.38,0.1272,0.1345
0.4,0.42,0.1269,0.1316
0.4,0.46,0.1264,0.1287
0.5,0.51,0.1256,0.1257
0.5,0.55,0.1246,0.1228
0.6,0.60,0.1229,0.1197
0.6,0.65,0.1202,0.1156
0.6,0.69,0.1161,0.1105
0.7,0.74,0.1107,0.1048
0.7,0.77,0.1042,0.0994
0.8,0.80,0.0967,0.0939
0.8,0.82,0.0888,0.0884
0.9,0.84,0.0809,0.0831
0.9,0.85,0.0728,0.0772
0.9,0.87,0.0645,0.0706
1.0,0.88,0.0556,0.0629
1.0,0.88,0.0469,0.0549
1.1,0.89,0.0379,0.0461
1.1,0.88,0.0288,0.0367
1.2,0.85,0.0194,0.0265
1.2,0.77,0.0099,0.0158
1.2,-0.00,-0.0000,0.0045
