# J, eta_p, CT, CP
0.0,0.00,0.1020,0.1589
0.0,0.05,0.1025,0.1573
0.1,0.09,0.1029,0.1533
0.1,0.13,0.1033,0.1513
0.2,0.18,0.1037,0.1482
0.2,0.22,0.1039,0.1436
0.3,0.26,0.1043,0.1415
0.3,0.30,0.1044,0.1380
0.4,0.35,0.1044,0.1338
0.4,0.39,0.1043,0.1300
0.5,0.43,0.1043,0.1272
0.5,0.47,0.1037,0.1223
0.5,0.51,0.1034,0.1206
0.6,0.55,0.1024,0.1155
0.6,0.59,0.1014,0.1131
0.7,0.65,0.0994,0.1069
0.7,0.69,0.0968,0.1030
0.8,0.74,0.0930,0.0970
0.8,0.78,0.0879,0.0917
0.8,0.82,0.0813,0.0853
0.9,0.84,0.0743,0.0800
0.9,0.85,0.0670,0.0743
1.0,0.86,0.0593,0.0682
1.0,0.87,0.0515,0.0618
1.1,0.86,0.0431,0.0543
1.1,0.84,0.0350,0.0470
1.2,0.80,0.0264,0.0389
1.2,0.71,0.0177,0.0303
1.3,0.52,0.0089,0.0216
1.3,-0.00,-0.0000,0.0129
