# J, eta_p, CT, CP
0.0,0.00,0.0816,0.0562
0.0,0.06,0.0815,0.0556
0.1,0.11,0.0813,0.0549
0.1,0.16,0.0811,0.0542
0.1,0.21,0.0808,0.0534
0.1,0.26,0.0804,0.0526
0.2,0.31,0.0799,0.0517
0.2,0.36,0.0793,0.0508
0.2,0.40,0.0786,0.0498
0.3,0.45,0.0776,0.0488
0.3,0.49,0.0765,0.0478
0.3,0.53,0.0750,0.0467
0.3,0.57,0.0733,0.0455
0.4,0.61,0.0711,0.0441
0.4,0.65,0.0684,0.0425
0.4,0.69,0.0651,0.0407
0.4,0.71,0.0611,0.0388
0.5,0.74,0.0570,0.0372
0.5,0.76,0.0528,0.0352
0.5,0.77,0.0485,0.0334
0.6,0.79,0.0440,0.0314
0.6,0.80,0.0395,0.0292
0.6,0.80,0.0348,0.0268
0.6,0.80,0.0302,0.0242
0.7,0.80,0.0254,0.0214
0.7,0.78,0.0204,0.0183
0.7,0.75,0.0154,0.0150
0.8,0.67,0.0103,0.0116
0.8,0.50,0.0052,0.0083
0.8,-0.00,-0.0000,0.0051
