# J, eta_p, CT, CP
0.0,0.00,0.0805,0.0428
0.0,0.05,0.0803,0.0415
0.0,0.10,0.0799,0.0408
0.1,0.15,0.0796,0.0406
0.1,0.20,0.0791,0.0402
0.1,0.25,0.0784,0.0392
0.1,0.30,0.0776,0.0384
0.2,0.35,0.0766,0.0376
0.2,0.40,0.0754,0.0371
0.2,0.45,0.0739,0.0362
0.2,0.50,0.0722,0.0360
0.3,0.54,0.0699,0.0353
0.3,0.58,0.0670,0.0345
0.3,0.61,0.0640,0.0337
0.3,0.64,0.0609,0.0328
0.4,0.67,0.0576,0.0319
0.4,0.70,0.0542,0.0308
0.4,0.72,0.0507,0.0296
0.4,0.74,0.0471,0.0283
0.5,0.76,0.0433,0.0268
0.5,0.77,0.0394,0.0252
0.5,0.78,0.0354,0.0235
0.5,0.79,0.0314,0.0217
0.6,0.79,0.0272,0.0196
0.6,0.79,0.0229,0.0173
0.6,0.77,0.0185,0.0149
0.6,0.73,0.0140,0.0125
0.7,0.64,0.0094,0.0101
0.7,0.45,0.0047,0.0076
0.7,-0.00,0.0000,0.0052
