# J, eta_p, CT, CP
0.0,0.00,0.1209,0.0795
0.0,0.06,0.1210,0.0802
0.1,0.12,0.1210,0.0808
0.1,0.17,0.1211,0.0815
0.1,0.23,0.1211,0.0823
0.2,0.28,0.1210,0.0831
0.2,0.33,0.1208,0.0838
0.2,0.37,0.1205,0.0845
0.3,0.42,0.1199,0.0851
0.3,0.46,0.1191,0.0855
0.4,0.51,0.1178,0.0857
0.4,0.55,0.1160,0.0855
0.4,0.59,0.1135,0.0847
0.5,0.62,0.1101,0.0834
0.5,0.66,0.1058,0.0814
0.5,0.69,0.1007,0.0788
0.6,0.72,0.0948,0.0758
0.6,0.74,0.0884,0.0725
0.6,0.76,0.0820,0.0693
0.7,0.78,0.0753,0.0658
0.7,0.79,0.0686,0.0620
0.7,0.80,0.0616,0.0577
0.8,0.81,0.0545,0.0528
0.8,0.82,0.0472,0.0475
0.9,0.82,0.0398,0.0417
0.9,0.82,0.0322,0.0353
0.9,0.80,0.0243,0.0284
1.0,0.75,0.0164,0.0211
1.0,0.62,0.0082,0.0133
1.0,-0.00,0.0000,0.0072
