# J, eta_p, CT, CP
0.0,0.00,0.1420,0.0969
0.0,0.06,0.1422,0.0981
0.1,0.12,0.1423,0.0993
0.1,0.18,0.1425,0.1007
0.2,0.23,0.1426,0.1021
0.2,0.28,0.1426,0.1035
0.2,0.33,0.1425,0.1050
0.3,0.38,0.1423,0.1065
0.3,0.43,0.1419,0.1079
0.4,0.47,0.1413,0.1091
0.4,0.51,0.1403,0.1102
0.4,0.55,0.1387,0.1108
0.5,0.59,0.1366,0.1110
0.5,0.63,0.1336,0.1106
0.6,0.66,0.1297,0.1094
0.6,0.69,0.1246,0.1073
0.6,0.72,0.1180,0.1039
0.7,0.74,0.1102,0.0995
0.7,0.77,0.1021,0.0947
0.8,0.78,0.0935,0.0899
0.8,0.79,0.0848,0.0846
0.8,0.80,0.0759,0.0788
0.9,0.81,0.0668,0.0725
0.9,0.81,0.0582,0.0651
1.0,0.81,0.0496,0.0572
1.0,0.79,0.0395,0.0492
1.0,0.76,0.0293,0.0407
1.1,0.69,0.0200,0.0311
1.1,0.52,0.0101,0.0214
1.1,-0.00,0.0000,0.0117
