# J, eta_p, CT, CP
0.0,0.00,0.2069,0.2502
0.0,0.04,0.2063,0.2436
0.1,0.09,0.2054,0.2365
0.1,0.13,0.2044,0.2296
0.2,0.18,0.2030,0.2223
0.2,0.22,0.2014,0.2147
0.2,0.27,0.1994,0.2071
0.3,0.31,0.1971,0.1995
0.3,0.36,0.1943,0.1917
0.4,0.40,0.1909,0.1838
0.4,0.45,0.1870,0.1760
0.4,0.50,0.1822,0.1681
0.5,0.54,0.1767,0.1607
0.5,0.59,0.1704,0.1535
0.6,0.63,0.1627,0.1460
0.6,0.67,0.1538,0.1386
0.6,0.70,0.1444,0.1324
0.7,0.72,0.1347,0.1265
0.7,0.75,0.1244,0.1199
0.8,0.77,0.1145,0.1133
0.8,0.79,0.1046,0.1062
0.8,0.80,0.0941,0.0983
0.9,0.82,0.0829,0.0893
0.9,0.83,0.0717,0.0799
1.0,0.83,0.0604,0.0697
1.0,0.83,0.0488,0.0586
1.0,0.81,0.0366,0.0468
1.1,0.77,0.0245,0.0346
1.1,0.62,0.0120,0.0216
1.2,-0.29,-0.0005,0.0088
