# J, eta_p, CT, CP
0.0,0.00,0.1214,0.1408
0.0,0.05,0.1216,0.1385
0.1,0.09,0.1219,0.1360
0.1,0.14,0.1220,0.1334
0.2,0.18,0.1221,0.1308
0.2,0.23,0.1222,0.1280
0.2,0.27,0.1222,0.1252
0.3,0.32,0.1220,0.1223
0.3,0.37,0.1217,0.1194
0.4,0.41,0.1213,0.1164
0.4,0.46,0.1208,0.1136
0.5,0.51,0.1200,0.1106
0.5,0.56,0.1189,0.1076
0.5,0.61,0.1172,0.1045
0.6,0.66,0.1147,0.1010
0.6,0.71,0.1111,0.0973
0.7,0.75,0.1063,0.0937
0.7,0.78,0.1000,0.0898
0.7,0.81,0.0926,0.0853
0.8,0.83,0.0849,0.0806
0.8,0.84,0.0771,0.0754
0.9,0.86,0.0691,0.0698
0.9,0.87,0.0610,0.0637
0.9,0.88,0.0528,0.0570
1.0,0.89,0.0444,0.0496
1.0,0.89,0.0357,0.0416
1.1,0.87,0.0270,0.0333
1.1,0.82,0.0181,0.0247
1.2,0.67,0.0092,0.0158
1.2,-0.00,-0.0000,0.0072
