# J, eta_p, CT, CP
0.00,0.0000,0.1150,0.1000
0.03,0.0526,0.1150,0.0989
0.07,0.1040,0.1150,0.0977
0.10,0.1542,0.1150,0.0965
0.14,0.2033,0.1149,0.0953
0.17,0.2513,0.1147,0.0940
0.21,0.2984,0.1144,0.0926
0.24,0.3446,0.1140,0.0913
0.28,0.3901,0.1134,0.0899
0.31,0.4351,0.1125,0.0882
0.35,0.4798,0.1114,0.0864
0.38,0.5244,0.1097,0.0843
0.42,0.5688,0.1076,0.0819
0.45,0.6127,0.1048,0.0792
0.49,0.6549,0.1011,0.0762
0.52,0.6934,0.0963,0.0729
0.55,0.7262,0.0903,0.0692
0.59,0.7521,0.0842,0.0660
0.62,0.7731,0.0780,0.0630
0.66,0.7905,0.0717,0.0597
0.69,0.8051,0.0652,0.0561
0.73,0.8171,0.0585,0.0521
0.76,0.8265,0.0517,0.0477
0.80,0.8328,0.0447,0.0428
0.83,0.8340,0.0376,0.0375
0.87,0.8277,0.0304,0.0318
0.90,0.8034,0.0229,0.0257
0.94,0.7412,0.0154,0.0194
0.97,0.5808,0.0076,0.0130
1.01,0.0012,0.0000,0.0067
