# J, eta_p, CT, CP
0.00,0.0000,0.0964,0.0403
0.02,0.0497,0.0945,0.0394
0.04,0.0985,0.0926,0.0386
0.06,0.1461,0.0905,0.0378
0.08,0.1925,0.0884,0.0370
0.10,0.2374,0.0861,0.0363
0.12,0.2806,0.0837,0.0356
0.14,0.3219,0.0812,0.0350
0.16,0.3610,0.0786,0.0344
0.18,0.3978,0.0758,0.0339
0.20,0.4326,0.0728,0.0332
0.21,0.4646,0.0697,0.0325
0.23,0.4942,0.0666,0.0318
0.25,0.5215,0.0633,0.0310
0.27,0.5466,0.0600,0.0302
0.29,0.5693,0.0566,0.0293
0.31,0.5903,0.0532,0.0283
0.33,0.6084,0.0496,0.0273
0.35,0.6238,0.0460,0.0261
0.37,0.6368,0.0422,0.0248
0.39,0.6469,0.0384,0.0233
0.41,0.6538,0.0345,0.0218
0.43,0.6553,0.0304,0.0201
0.45,0.6492,0.0263,0.0184
0.47,0.6344,0.0222,0.0166
0.49,0.6061,0.0179,0.0146
0.51,0.5562,0.0135,0.0126
0.53,0.4701,0.0091,0.0105
0.55,0.3120,0.0046,0.0084
0.57,-0.0015,-0.0000,0.0065
