# J, eta_p, CT, CP
0.0,0.00,0.1551,0.0850
0.0,0.06,0.1538,0.0846
0.1,0.11,0.1523,0.0841
0.1,0.17,0.1504,0.0835
0.1,0.22,0.1482,0.0829
0.2,0.28,0.1457,0.0823
0.2,0.33,0.1427,0.0817
0.2,0.37,0.1394,0.0811
0.2,0.42,0.1357,0.0805
0.3,0.46,0.1315,0.0796
0.3,0.50,0.1266,0.0785
0.3,0.54,0.1214,0.0773
0.4,0.57,0.1161,0.0759
0.4,0.60,0.1107,0.0744
0.4,0.63,0.1050,0.0726
0.5,0.65,0.0990,0.0705
0.5,0.68,0.0929,0.0682
0.5,0.70,0.0865,0.0656
0.6,0.71,0.0801,0.0627
0.6,0.73,0.0733,0.0595
0.6,0.74,0.0665,0.0560
0.7,0.74,0.0595,0.0522
0.7,0.74,0.0523,0.0480
0.7,0.74,0.0449,0.0434
0.7,0.72,0.0375,0.0387
0.8,0.69,0.0302,0.0340
0.8,0.64,0.0227,0.0288
0.8,0.53,0.0151,0.0238
0.9,0.35,0.0075,0.0187
0.9,-0.02,-0.0002,0.0140
