# J, eta_p, CT, CP
0.00,0.0000,0.1341,0.0869
0.05,0.0705,0.1343,0.0890
0.09,0.1377,0.1345,0.0913
0.14,0.2017,0.1348,0.0936
0.19,0.2624,0.1351,0.0962
0.23,0.3197,0.1354,0.0989
0.28,0.3738,0.1357,0.1017
0.33,0.4248,0.1359,0.1045
0.37,0.4726,0.1360,0.1074
0.42,0.5174,0.1360,0.1104
0.47,0.5595,0.1358,0.1133
0.51,0.5985,0.1353,0.1161
0.56,0.6349,0.1346,0.1187
0.61,0.6683,0.1334,0.1211
0.65,0.6993,0.1316,0.1229
0.70,0.7277,0.1287,0.1238
0.75,0.7536,0.1237,0.1225
0.79,0.7773,0.1156,0.1181
0.84,0.7976,0.1070,0.1127
0.89,0.8149,0.0984,0.1070
0.93,0.8293,0.0896,0.1007
0.98,0.8412,0.0805,0.0938
1.03,0.8509,0.0713,0.0860
1.07,0.8585,0.0618,0.0772
1.12,0.8640,0.0520,0.0674
1.17,0.8656,0.0420,0.0566
1.21,0.8604,0.0317,0.0447
1.26,0.8362,0.0213,0.0321
1.31,0.7467,0.0107,0.0187
1.35,-0.0011,-0.0000,0.0072
