# J, eta_p, CT, CP
0.0,0.00,0.1321,0.0885
0.0,0.05,0.1311,0.0863
0.1,0.10,0.1300,0.0840
0.1,0.15,0.1287,0.0817
0.1,0.19,0.1271,0.0792
0.1,0.24,0.1252,0.0768
0.2,0.29,0.1229,0.0743
0.2,0.34,0.1203,0.0717
0.2,0.39,0.1174,0.0695
0.2,0.43,0.1140,0.0671
0.3,0.47,0.1103,0.0649
0.3,0.52,0.1063,0.0629
0.3,0.55,0.1018,0.0609
0.4,0.59,0.0971,0.0590
0.4,0.62,0.0921,0.0571
0.4,0.65,0.0869,0.0552
0.4,0.67,0.0816,0.0532
0.5,0.69,0.0761,0.0511
0.5,0.71,0.0704,0.0486
0.5,0.73,0.0648,0.0462
0.5,0.74,0.0589,0.0433
0.6,0.76,0.0529,0.0403
0.6,0.76,0.0468,0.0369
0.6,0.77,0.0405,0.0333
0.7,0.76,0.0341,0.0293
0.7,0.75,0.0275,0.0251
0.7,0.72,0.0209,0.0207
0.7,0.65,0.0140,0.0160
0.8,0.50,0.0071,0.0111
0.8,-0.01,-0.0000,0.0064
