# J, eta_p, CT, CP
0.0,0.00,0.1383,0.1200
0.0,0.05,0.1380,0.1178
0.1,0.10,0.1376,0.1154
0.1,0.15,0.1371,0.1131
0.1,0.19,0.1364,0.1107
0.2,0.24,0.1356,0.1081
0.2,0.29,0.1345,0.1056
0.2,0.33,0.1331,0.1027
0.3,0.38,0.1314,0.0996
0.3,0.43,0.1291,0.0964
0.3,0.47,0.1264,0.0928
0.4,0.52,0.1230,0.0891
0.4,0.56,0.1189,0.0854
0.4,0.60,0.1142,0.0818
0.5,0.64,0.1090,0.0784
0.5,0.67,0.1030,0.0753
0.5,0.70,0.0968,0.0724
0.6,0.73,0.0904,0.0694
0.6,0.75,0.0838,0.0660
0.6,0.77,0.0769,0.0625
0.7,0.78,0.0699,0.0586
0.7,0.79,0.0629,0.0544
0.7,0.80,0.0557,0.0498
0.7,0.81,0.0481,0.0447
0.8,0.81,0.0403,0.0391
0.8,0.81,0.0327,0.0333
0.8,0.79,0.0249,0.0270
0.9,0.74,0.0170,0.0205
0.9,0.61,0.0087,0.0134
0.9,-0.01,-0.0000,0.0061
