# J, eta_p, CT, CP
0.00,0.0000,0.0974,0.0381
0.02,0.0537,0.0960,0.0380
0.04,0.1059,0.0944,0.0379
0.06,0.1565,0.0926,0.0378
0.08,0.2060,0.0908,0.0375
0.10,0.2541,0.0887,0.0371
0.12,0.3004,0.0864,0.0367
0.14,0.3447,0.0840,0.0362
0.17,0.3868,0.0813,0.0356
0.19,0.4262,0.0785,0.0351
0.21,0.4630,0.0755,0.0345
0.23,0.4975,0.0724,0.0338
0.25,0.5297,0.0692,0.0330
0.27,0.5595,0.0659,0.0323
0.29,0.5868,0.0625,0.0314
0.31,0.6119,0.0590,0.0304
0.33,0.6346,0.0555,0.0294
0.35,0.6552,0.0518,0.0283
0.37,0.6731,0.0480,0.0271
0.39,0.6880,0.0441,0.0257
0.41,0.6999,0.0401,0.0241
0.43,0.7082,0.0359,0.0225
0.45,0.7122,0.0317,0.0207
0.47,0.7093,0.0274,0.0188
0.50,0.6957,0.0230,0.0169
0.52,0.6666,0.0186,0.0149
0.54,0.6135,0.0141,0.0129
0.56,0.5169,0.0095,0.0108
0.58,0.3383,0.0048,0.0088
0.60,-0.0071,-0.0001,0.0069
