# J, eta_p, CT, CP
0.00,0.0000,0.1148,0.1060
0.04,0.0470,0.1149,0.1046
0.07,0.0939,0.1150,0.1030
0.11,0.1423,0.1150,0.1001
0.15,0.1912,0.1150,0.0977
0.18,0.2354,0.1151,0.0974
0.22,0.2814,0.1150,0.0960
0.25,0.3293,0.1148,0.0941
0.29,0.3760,0.1144,0.0925
0.33,0.4219,0.1139,0.0913
0.36,0.4709,0.1129,0.0892
0.40,0.5206,0.1116,0.0870
0.44,0.5724,0.1096,0.0842
0.47,0.6203,0.1071,0.0819
0.51,0.6589,0.1040,0.0808
0.54,0.6978,0.1001,0.0787
0.58,0.7306,0.0954,0.0764
0.62,0.7586,0.0900,0.0738
0.65,0.7826,0.0839,0.0705
0.69,0.8034,0.0772,0.0667
0.73,0.8211,0.0702,0.0624
0.76,0.8361,0.0629,0.0577
0.80,0.8480,0.0557,0.0528
0.84,0.8562,0.0482,0.0474
0.87,0.8609,0.0406,0.0414
0.91,0.8594,0.0329,0.0351
0.94,0.8408,0.0243,0.0277
0.98,0.7885,0.0163,0.0206
1.02,0.6560,0.0082,0.0133
1.05,-0.0174,-0.0002,0.0056
