# J, eta_p, CT, CP
0.0,0.00,0.1193,0.0816
0.0,0.05,0.1193,0.0806
0.1,0.11,0.1193,0.0798
0.1,0.16,0.1191,0.0791
0.1,0.21,0.1190,0.0783
0.2,0.26,0.1187,0.0773
0.2,0.31,0.1182,0.0763
0.2,0.36,0.1174,0.0752
0.3,0.41,0.1163,0.0740
0.3,0.46,0.1148,0.0729
0.3,0.51,0.1128,0.0715
0.4,0.55,0.1102,0.0706
0.4,0.60,0.1069,0.0692
0.4,0.64,0.1029,0.0676
0.5,0.67,0.0982,0.0658
0.5,0.70,0.0928,0.0636
0.5,0.73,0.0870,0.0612
0.5,0.76,0.0811,0.0587
0.6,0.78,0.0751,0.0559
0.6,0.80,0.0689,0.0528
0.6,0.81,0.0627,0.0495
0.7,0.83,0.0562,0.0458
0.7,0.84,0.0496,0.0417
0.7,0.85,0.0428,0.0373
0.8,0.85,0.0360,0.0326
0.8,0.84,0.0290,0.0276
0.8,0.82,0.0219,0.0224
0.9,0.75,0.0147,0.0170
0.9,0.57,0.0074,0.0116
0.9,0.00,0.0000,0.0067
