# J, eta_p, CT, CP
0.0,0.00,0.0935,0.1015
0.0,0.04,0.0937,0.0996
0.1,0.09,0.0938,0.0977
0.1,0.13,0.0939,0.0957
0.1,0.18,0.0940,0.0936
0.2,0.22,0.0941,0.0915
0.2,0.26,0.0941,0.0893
0.3,0.31,0.0940,0.0870
0.3,0.36,0.0938,0.0846
0.3,0.40,0.0935,0.0822
0.4,0.45,0.0930,0.0798
0.4,0.50,0.0924,0.0773
0.4,0.55,0.0913,0.0745
0.5,0.60,0.0900,0.0720
0.5,0.65,0.0880,0.0693
0.5,0.70,0.0853,0.0667
0.6,0.75,0.0814,0.0638
0.6,0.78,0.0762,0.0606
0.7,0.81,0.0706,0.0576
0.7,0.82,0.0648,0.0545
0.7,0.84,0.0589,0.0511
0.8,0.85,0.0527,0.0473
0.8,0.86,0.0465,0.0433
0.8,0.87,0.0402,0.0389
0.9,0.86,0.0338,0.0342
0.9,0.85,0.0272,0.0292
0.9,0.81,0.0206,0.0240
1.0,0.73,0.0138,0.0187
1.0,0.53,0.0069,0.0133
1.1,0.00,0.0000,0.0080
