# J, eta_p, CT, CP
0.0,0.00,0.0940,0.0384
0.0,0.05,0.0922,0.0377
0.0,0.10,0.0903,0.0370
0.1,0.14,0.0882,0.0363
0.1,0.19,0.0860,0.0357
0.1,0.23,0.0837,0.0352
0.1,0.28,0.0813,0.0346
0.1,0.32,0.0787,0.0341
0.1,0.35,0.0761,0.0336
0.2,0.39,0.0733,0.0331
0.2,0.42,0.0705,0.0325
0.2,0.45,0.0675,0.0318
0.2,0.48,0.0644,0.0311
0.2,0.51,0.0613,0.0304
0.3,0.54,0.0580,0.0295
0.3,0.56,0.0547,0.0286
0.3,0.58,0.0514,0.0276
0.3,0.60,0.0479,0.0266
0.3,0.61,0.0444,0.0255
0.4,0.62,0.0408,0.0243
0.4,0.63,0.0371,0.0229
0.4,0.64,0.0333,0.0215
0.4,0.64,0.0294,0.0199
0.4,0.63,0.0254,0.0184
0.5,0.61,0.0214,0.0167
0.5,0.57,0.0173,0.0151
0.5,0.51,0.0131,0.0134
0.5,0.42,0.0088,0.0118
0.5,0.26,0.0044,0.0101
0.5,-0.00,-0.0000,0.0085
