# J, eta_p, CT, CP
0.0,0.00,0.0871,0.0297
0.0,0.05,0.0852,0.0295
0.0,0.10,0.0832,0.0293
0.1,0.14,0.0811,0.0290
0.1,0.19,0.0789,0.0287
0.1,0.23,0.0765,0.0283
0.1,0.27,0.0742,0.0280
0.1,0.31,0.0717,0.0276
0.1,0.35,0.0692,0.0271
0.1,0.38,0.0666,0.0267
0.2,0.42,0.0639,0.0262
0.2,0.45,0.0612,0.0256
0.2,0.48,0.0584,0.0250
0.2,0.51,0.0556,0.0244
0.2,0.53,0.0527,0.0236
0.2,0.56,0.0496,0.0229
0.3,0.58,0.0466,0.0220
0.3,0.60,0.0434,0.0211
0.3,0.61,0.0402,0.0202
0.3,0.62,0.0369,0.0192
0.3,0.63,0.0335,0.0181
0.3,0.64,0.0300,0.0170
0.4,0.64,0.0265,0.0158
0.4,0.63,0.0230,0.0145
0.4,0.61,0.0193,0.0132
0.4,0.57,0.0156,0.0119
0.4,0.52,0.0118,0.0104
0.5,0.43,0.0080,0.0089
0.5,0.27,0.0040,0.0075
0.5,-0.00,0.0000,0.0060
