# J, eta_p, CT, CP
0.0,0.00,0.1136,0.0644
0.0,0.05,0.1127,0.0628
0.1,0.10,0.1117,0.0612
0.1,0.15,0.1105,0.0596
0.1,0.20,0.1090,0.0582
0.1,0.25,0.1074,0.0572
0.2,0.30,0.1055,0.0558
0.2,0.35,0.1034,0.0545
0.2,0.40,0.1009,0.0533
0.2,0.44,0.0982,0.0521
0.3,0.49,0.0952,0.0510
0.3,0.53,0.0919,0.0499
0.3,0.57,0.0880,0.0487
0.3,0.60,0.0838,0.0474
0.4,0.63,0.0794,0.0461
0.4,0.66,0.0750,0.0446
0.4,0.68,0.0704,0.0431
0.4,0.70,0.0658,0.0414
0.5,0.72,0.0609,0.0395
0.5,0.74,0.0560,0.0374
0.5,0.76,0.0509,0.0351
0.5,0.77,0.0457,0.0325
0.6,0.78,0.0403,0.0298
0.6,0.78,0.0349,0.0268
0.6,0.78,0.0294,0.0237
0.6,0.76,0.0237,0.0205
0.7,0.71,0.0179,0.0171
0.7,0.63,0.0120,0.0136
0.7,0.45,0.0060,0.0101
0.8,-0.00,-0.0000,0.0067
