# J, eta_p, CT, CP
0.00,0.0000,0.0895,0.0358
0.02,0.0558,0.0884,0.0354
0.04,0.1110,0.0872,0.0350
0.07,0.1651,0.0858,0.0348
0.09,0.2179,0.0842,0.0344
0.11,0.2691,0.0825,0.0341
0.13,0.3199,0.0805,0.0335
0.15,0.3673,0.0785,0.0332
0.18,0.4123,0.0762,0.0328
0.20,0.4548,0.0738,0.0325
0.22,0.4954,0.0713,0.0320
0.24,0.5334,0.0686,0.0314
0.26,0.5686,0.0657,0.0308
0.29,0.6008,0.0626,0.0300
0.31,0.6300,0.0593,0.0292
0.33,0.6564,0.0559,0.0283
0.35,0.6806,0.0525,0.0273
0.37,0.7021,0.0489,0.0262
0.40,0.7211,0.0453,0.0250
0.42,0.7373,0.0416,0.0237
0.44,0.7506,0.0378,0.0223
0.46,0.7609,0.0340,0.0208
0.48,0.7676,0.0300,0.0191
0.51,0.7694,0.0260,0.0172
0.53,0.7626,0.0218,0.0152
0.55,0.7427,0.0176,0.0132
0.57,0.7040,0.0133,0.0109
0.60,0.6280,0.0089,0.0086
0.62,0.4583,0.0045,0.0062
0.64,-0.0071,-0.0000,0.0042
