# J, eta_p, CT, CP
0.0,0.00,0.1419,0.0950
0.0,0.06,0.1419,0.0955
0.1,0.11,0.1417,0.0960
0.1,0.17,0.1415,0.0964
0.1,0.22,0.1412,0.0969
0.2,0.27,0.1407,0.0974
0.2,0.32,0.1401,0.0978
0.2,0.36,0.1392,0.0982
0.3,0.41,0.1380,0.0984
0.3,0.45,0.1365,0.0983
0.3,0.49,0.1345,0.0980
0.4,0.53,0.1319,0.0972
0.4,0.57,0.1287,0.0959
0.5,0.61,0.1246,0.0942
0.5,0.64,0.1197,0.0920
0.5,0.67,0.1137,0.0890
0.6,0.70,0.1068,0.0856
0.6,0.72,0.0996,0.0819
0.6,0.74,0.0921,0.0783
0.7,0.75,0.0840,0.0746
0.7,0.77,0.0767,0.0699
0.7,0.78,0.0688,0.0651
0.8,0.78,0.0606,0.0598
0.8,0.78,0.0522,0.0539
0.8,0.77,0.0440,0.0478
0.9,0.75,0.0353,0.0411
0.9,0.71,0.0267,0.0341
0.9,0.64,0.0181,0.0269
1.0,0.46,0.0090,0.0192
1.0,-0.00,-0.0000,0.0115
