# J, eta_p, CT, CP
0.00,0.0000,0.1170,0.0572
0.03,0.0584,0.1164,0.0575
0.06,0.1148,0.1156,0.0579
0.08,0.1692,0.1147,0.0582
0.11,0.2217,0.1135,0.0584
0.14,0.2721,0.1121,0.0585
0.17,0.3206,0.1103,0.0585
0.19,0.3670,0.1082,0.0583
0.22,0.4113,0.1056,0.0579
0.25,0.4533,0.1027,0.0573
0.28,0.4927,0.0996,0.0566
0.31,0.5294,0.0961,0.0558
0.33,0.5635,0.0924,0.0549
0.36,0.5944,0.0883,0.0538
0.39,0.6222,0.0838,0.0525
0.42,0.6469,0.0792,0.0511
0.44,0.6689,0.0743,0.0495
0.47,0.6877,0.0694,0.0477
0.50,0.7042,0.0643,0.0457
0.53,0.7184,0.0591,0.0435
0.56,0.7303,0.0538,0.0409
0.58,0.7393,0.0483,0.0382
0.61,0.7447,0.0428,0.0351
0.64,0.7471,0.0370,0.0317
0.67,0.7440,0.0312,0.0280
0.70,0.7298,0.0252,0.0240
0.72,0.6980,0.0191,0.0198
0.75,0.6336,0.0128,0.0152
0.78,0.4836,0.0065,0.0105
0.81,-0.0003,0.0000,0.0068
