# J, eta_p, CT, CP
0.0,0.00,0.1360,0.0917
0.0,0.06,0.1361,0.0925
0.1,0.12,0.1361,0.0933
0.1,0.17,0.1360,0.0943
0.2,0.23,0.1359,0.0952
0.2,0.28,0.1357,0.0961
0.2,0.33,0.1354,0.0971
0.3,0.37,0.1349,0.0979
0.3,0.42,0.1342,0.0987
0.3,0.46,0.1332,0.0993
0.4,0.50,0.1318,0.0997
0.4,0.54,0.1300,0.0998
0.4,0.58,0.1276,0.0995
0.5,0.62,0.1246,0.0985
0.5,0.65,0.1207,0.0970
0.6,0.69,0.1158,0.0947
0.6,0.72,0.1098,0.0915
0.6,0.74,0.1027,0.0877
0.7,0.76,0.0944,0.0837
0.7,0.78,0.0867,0.0794
0.7,0.79,0.0789,0.0746
0.8,0.80,0.0710,0.0695
0.8,0.81,0.0627,0.0638
0.9,0.81,0.0544,0.0576
0.9,0.80,0.0459,0.0509
0.9,0.79,0.0365,0.0432
1.0,0.76,0.0277,0.0355
1.0,0.68,0.0186,0.0273
1.0,0.52,0.0093,0.0188
1.1,-0.00,-0.0000,0.0101
