# J, eta_p, CT, CP
0.0,0.00,0.0935,0.0450
0.0,0.06,0.0932,0.0446
0.0,0.11,0.0927,0.0442
0.1,0.17,0.0921,0.0437
0.1,0.22,0.0913,0.0433
0.1,0.27,0.0902,0.0429
0.1,0.33,0.0890,0.0426
0.2,0.38,0.0874,0.0423
0.2,0.42,0.0856,0.0420
0.2,0.47,0.0834,0.0416
0.3,0.51,0.0810,0.0411
0.3,0.55,0.0783,0.0405
0.3,0.59,0.0754,0.0398
0.3,0.62,0.0721,0.0390
0.4,0.65,0.0686,0.0380
0.4,0.68,0.0648,0.0369
0.4,0.71,0.0609,0.0356
0.4,0.73,0.0569,0.0342
0.5,0.75,0.0526,0.0326
0.5,0.77,0.0483,0.0308
0.5,0.79,0.0439,0.0288
0.5,0.80,0.0394,0.0267
0.6,0.81,0.0348,0.0244
0.6,0.81,0.0300,0.0219
0.6,0.81,0.0253,0.0193
0.6,0.80,0.0204,0.0166
0.7,0.77,0.0155,0.0136
0.7,0.71,0.0104,0.0104
0.7,0.55,0.0053,0.0072
0.7,-0.00,-0.0000,0.0046
