# J, eta_p, CT, CP
0.00,0.0000,0.1209,0.0803
0.03,0.0535,0.1206,0.0797
0.06,0.1057,0.1203,0.0792
0.09,0.1567,0.1198,0.0785
0.12,0.2065,0.1191,0.0778
0.15,0.2553,0.1183,0.0769
0.18,0.3029,0.1172,0.0760
0.21,0.3496,0.1157,0.0749
0.24,0.3952,0.1140,0.0736
0.27,0.4398,0.1117,0.0721
0.30,0.4834,0.1089,0.0703
0.33,0.5252,0.1056,0.0683
0.36,0.5644,0.1017,0.0663
0.39,0.6005,0.0975,0.0642
0.42,0.6332,0.0928,0.0622
0.45,0.6622,0.0877,0.0600
0.48,0.6867,0.0823,0.0578
0.51,0.7079,0.0769,0.0556
0.54,0.7264,0.0712,0.0532
0.57,0.7419,0.0655,0.0505
0.60,0.7551,0.0596,0.0475
0.63,0.7659,0.0536,0.0442
0.66,0.7730,0.0474,0.0406
0.69,0.7765,0.0411,0.0366
0.72,0.7753,0.0346,0.0322
0.75,0.7650,0.0279,0.0275
0.78,0.7359,0.0211,0.0225
0.81,0.6760,0.0142,0.0172
0.84,0.5165,0.0072,0.0119
0.87,0.0049,-0.0000,0.0077
