# J, eta_p, CT, CP
0.0,0.00,0.0893,0.0954
0.0,0.06,0.0895,0.0942
0.1,0.11,0.0897,0.0932
0.1,0.16,0.0899,0.0927
0.2,0.22,0.0902,0.0933
0.2,0.26,0.0904,0.0929
0.2,0.31,0.0900,0.0918
0.3,0.36,0.0905,0.0910
0.3,0.40,0.0903,0.0903
0.4,0.44,0.0905,0.0899
0.4,0.48,0.0902,0.0883
0.4,0.52,0.0899,0.0876
0.5,0.56,0.0894,0.0865
0.5,0.60,0.0888,0.0856
0.6,0.63,0.0877,0.0840
0.6,0.67,0.0865,0.0831
0.6,0.70,0.0847,0.0817
0.7,0.73,0.0820,0.0796
0.7,0.76,0.0778,0.0758
0.8,0.79,0.0724,0.0710
0.8,0.82,0.0663,0.0660
0.8,0.84,0.0598,0.0608
0.9,0.85,0.0532,0.0555
0.9,0.86,0.0462,0.0497
1.0,0.86,0.0391,0.0439
1.0,0.85,0.0315,0.0373
1.0,0.82,0.0239,0.0304
1.1,0.74,0.0161,0.0237
1.1,0.55,0.0082,0.0171
1.2,0.03,0.0004,0.0108
