# J, eta_p, CT, CP
0.0,0.00,0.1130,0.0914
0.0,0.05,0.1127,0.0897
0.1,0.10,0.1123,0.0878
0.1,0.14,0.1119,0.0865
0.1,0.19,0.1114,0.0845
0.1,0.24,0.1107,0.0826
0.2,0.28,0.1099,0.0807
0.2,0.33,0.1089,0.0788
0.2,0.37,0.1076,0.0767
0.3,0.42,0.1060,0.0745
0.3,0.46,0.1040,0.0720
0.3,0.51,0.1015,0.0696
0.3,0.55,0.0985,0.0666
0.4,0.59,0.0947,0.0635
0.4,0.63,0.0899,0.0602
0.4,0.66,0.0849,0.0575
0.5,0.69,0.0798,0.0551
0.5,0.71,0.0745,0.0527
0.5,0.74,0.0689,0.0500
0.6,0.75,0.0634,0.0474
0.6,0.77,0.0578,0.0446
0.6,0.78,0.0519,0.0414
0.6,0.79,0.0459,0.0381
0.7,0.79,0.0397,0.0343
0.7,0.79,0.0334,0.0302
0.7,0.77,0.0269,0.0259
0.8,0.74,0.0203,0.0214
0.8,0.65,0.0136,0.0170
0.8,0.47,0.0068,0.0125
0.9,-0.01,-0.0001,0.0081
