# J, eta_p, CT, CP
0.0,0.00,0.1144,0.1225
0.0,0.05,0.1146,0.1212
0.1,0.10,0.1149,0.1196
0.1,0.15,0.1150,0.1167
0.2,0.20,0.1152,0.1152
0.2,0.25,0.1155,0.1150
0.3,0.29,0.1156,0.1134
0.3,0.34,0.1157,0.1118
0.3,0.39,0.1157,0.1101
0.4,0.43,0.1155,0.1085
0.4,0.48,0.1152,0.1059
0.5,0.53,0.1149,0.1054
0.5,0.57,0.1142,0.1039
0.5,0.62,0.1132,0.1023
0.6,0.66,0.1114,0.1004
0.6,0.71,0.1086,0.0972
0.7,0.75,0.1048,0.0953
0.7,0.78,0.0993,0.0922
0.8,0.81,0.0920,0.0877
0.8,0.83,0.0846,0.0829
0.8,0.84,0.0770,0.0779
0.9,0.86,0.0692,0.0724
0.9,0.86,0.0612,0.0663
1.0,0.87,0.0530,0.0598
1.0,0.87,0.0446,0.0527
1.1,0.86,0.0359,0.0447
1.1,0.83,0.0271,0.0363
1.2,0.76,0.0182,0.0275
1.2,0.59,0.0092,0.0185
1.2,-0.00,-0.0000,0.0095
