# J, eta_p, CT, CP
0.0,0.00,0.1140,0.0946
0.0,0.05,0.1141,0.0930
0.1,0.09,0.1141,0.0915
0.1,0.14,0.1140,0.0898
0.1,0.19,0.1139,0.0871
0.2,0.24,0.1137,0.0864
0.2,0.29,0.1134,0.0845
0.2,0.34,0.1129,0.0827
0.3,0.39,0.1120,0.0800
0.3,0.44,0.1109,0.0780
0.3,0.49,0.1094,0.0769
0.4,0.53,0.1074,0.0750
0.4,0.58,0.1048,0.0728
0.4,0.62,0.1017,0.0715
0.5,0.66,0.0979,0.0697
0.5,0.70,0.0936,0.0678
0.5,0.73,0.0886,0.0655
0.6,0.76,0.0831,0.0630
0.6,0.78,0.0771,0.0600
0.6,0.80,0.0708,0.0568
0.7,0.82,0.0644,0.0532
0.7,0.83,0.0579,0.0493
0.7,0.84,0.0513,0.0452
0.8,0.85,0.0444,0.0406
0.8,0.85,0.0374,0.0355
0.8,0.85,0.0302,0.0300
0.9,0.83,0.0229,0.0242
0.9,0.79,0.0153,0.0179
0.9,0.64,0.0077,0.0116
1.0,-0.00,0.0000,0.0052
